sym,N,t,exit,R,days,stop_pct
BTC,5,2019-05-01 08:00:00,2019-05-18 08:00:00,19.376814908110138,17.0,1.922683384703209
BTC,5,2019-05-26 08:00:00,2019-05-31 08:00:00,1.6783179713043685,5.0,2.035960061988545
BTC,5,2019-06-11 08:00:00,2019-06-28 08:00:00,27.638975107503768,17.0,1.483635905606381
BTC,5,2019-07-09 08:00:00,2019-07-12 08:00:00,-0.9912845859462749,3.0,6.543718836271066
BTC,5,2019-08-01 08:00:00,2019-08-11 08:00:00,6.6761102105158265,10.0,1.9782065954228034
BTC,5,2019-08-20 08:00:00,2019-08-22 08:00:00,-3.507336658108577,2.0,2.3203771151852135
BTC,5,2019-09-03 08:00:00,2019-09-09 08:00:00,-0.6029673972174112,6.0,4.2832704768362015
BTC,5,2019-10-03 08:00:00,2019-10-05 08:00:00,-2.326126746771717,2.0,0.9086250793114238
BTC,5,2019-10-10 08:00:00,2019-10-13 08:00:00,-0.7698065411196832,3.0,4.680877890006354
BTC,5,2019-10-21 08:00:00,2019-10-23 08:00:00,-2.1386247199292727,2.0,1.6347089708487768
BTC,5,2019-10-26 08:00:00,2019-11-01 08:00:00,-0.2857760747617792,6.0,15.329848320860027
BTC,5,2019-11-28 08:00:00,2019-12-02 08:00:00,-0.9544835550811921,4.0,3.8279205657555666
BTC,5,2019-12-07 08:00:00,2019-12-10 08:00:00,-1.234383749308746,3.0,2.2844249475510012
BTC,5,2019-12-19 08:00:00,2019-12-24 08:00:00,0.9712295403603075,5.0,1.9876182526376498
BTC,5,2019-12-30 08:00:00,2019-12-31 08:00:00,-1.858641104182345,1.0,1.0753665828630672
BTC,5,2020-01-05 08:00:00,2020-01-20 08:00:00,3.544334398902718,15.0,4.304876266898005
BTC,5,2020-01-28 08:00:00,2020-02-03 08:00:00,0.7049127070126171,6.0,4.654937668944634
BTC,5,2020-02-06 08:00:00,2020-02-11 08:00:00,0.3939565715504758,5.0,2.3373895460449745
BTC,5,2020-02-12 08:00:00,2020-02-16 08:00:00,-1.2725777328414212,4.0,3.463350053898178
BTC,5,2020-03-06 08:00:00,2020-03-08 08:00:00,-1.2099768632505168,2.0,3.4205524432792513
BTC,5,2020-03-20 08:00:00,2020-03-29 08:00:00,-0.2869453199029824,9.0,11.499507244351282
BTC,5,2020-04-02 08:00:00,2020-04-11 08:00:00,0.4688069160671398,9.0,6.101482320297262
BTC,5,2020-04-17 08:00:00,2020-04-21 08:00:00,-0.9312618860605146,4.0,2.7651702531393436
BTC,5,2020-04-24 08:00:00,2020-05-11 08:00:00,2.4520768920406644,17.0,5.55687499400863
BTC,5,2020-05-15 08:00:00,2020-05-21 08:00:00,-0.540241486842292,6.0,5.05247124462972
BTC,5,2020-05-28 08:00:00,2020-06-03 08:00:00,1.8705722331457415,6.0,1.9524795072819643
BTC,5,2020-06-17 08:00:00,2020-06-19 08:00:00,-3.3211385365125157,2.0,0.7565228251573841
BTC,5,2020-06-23 08:00:00,2020-06-25 08:00:00,-2.8691939338885715,2.0,1.8579584620202256
BTC,5,2020-07-02 08:00:00,2020-07-03 08:00:00,-1.3725209129957299,1.0,0.9486828649436998
BTC,5,2020-07-07 08:00:00,2020-07-10 08:00:00,-2.418675749728894,3.0,0.6123928445447002
BTC,5,2020-07-23 08:00:00,2020-08-03 08:00:00,10.714353504051706,11.0,1.6202113636539717
BTC,5,2020-08-09 08:00:00,2020-08-12 08:00:00,-1.2549252318338053,3.0,1.9288744017480084
BTC,5,2020-08-17 08:00:00,2020-08-19 08:00:00,-0.24172136252525267,2.0,0.6251071443938038
BTC,5,2020-08-31 08:00:00,2020-09-03 08:00:00,-2.276811283732772,3.0,0.9275556435025577
BTC,5,2020-09-12 08:00:00,2020-09-21 08:00:00,5.336610130211473,9.0,0.908664216627705
BTC,5,2020-09-28 08:00:00,2020-10-02 08:00:00,-1.1296588776308214,4.0,3.2107050945503617
BTC,5,2020-10-09 08:00:00,2020-10-17 08:00:00,3.280841119532642,8.0,1.1799135931678109
BTC,5,2020-10-20 08:00:00,2020-10-29 08:00:00,6.796796069185555,9.0,1.697684313222534
BTC,5,2020-11-01 08:00:00,2020-11-26 08:00:00,14.09168472972196,25.0,1.8798763330677353
BTC,5,2020-12-01 08:00:00,2020-12-05 08:00:00,-0.5898820942390275,4.0,5.608410586879812
BTC,5,2020-12-14 08:00:00,2020-12-24 08:00:00,7.0578221679508255,10.0,2.9047919561924966
BTC,5,2020-12-26 08:00:00,2021-01-12 08:00:00,10.676900505555995,17.0,4.344049022484614
BTC,5,2021-01-29 08:00:00,2021-02-23 08:00:00,44.57772864734068,25.0,1.1809856584910734
BTC,5,2021-03-04 08:00:00,2021-03-07 08:00:00,0.12681273844130536,3.0,3.910035797907126
BTC,5,2021-03-09 08:00:00,2021-03-16 08:00:00,0.4615400673929251,7.0,5.963985913724682
BTC,5,2021-03-28 08:00:00,2021-04-04 08:00:00,0.4570233670633662,7.0,4.710265746471366
BTC,5,2021-04-06 08:00:00,2021-04-07 08:00:00,-1.6860151305965927,1.0,0.8524166084460507
BTC,5,2021-04-11 08:00:00,2021-04-17 08:00:00,1.317451286535708,6.0,3.0047562637755636
BTC,5,2021-04-27 08:00:00,2021-05-05 08:00:00,0.02504664327800428,8.0,5.53740991758821
BTC,5,2021-05-09 08:00:00,2021-05-11 08:00:00,-1.2180279026040146,2.0,3.2951686779763234
BTC,5,2021-05-27 08:00:00,2021-05-29 08:00:00,-1.6793924626877617,2.0,3.4639920533457254
BTC,5,2021-06-03 08:00:00,2021-06-05 08:00:00,-0.4513675024464527,2.0,6.620412557742382
BTC,5,2021-06-10 08:00:00,2021-06-19 08:00:00,-0.8394368664659728,9.0,4.243861933901589
BTC,5,2021-06-28 08:00:00,2021-07-02 08:00:00,-0.9252073837373154,4.0,5.493543776666045
BTC,5,2021-07-12 08:00:00,2021-07-13 08:00:00,-1.5891590867326126,1.0,2.090494372417119
BTC,5,2021-07-22 08:00:00,2021-08-02 08:00:00,6.69962536573546,11.0,3.6385026855772113
BTC,5,2021-08-07 08:00:00,2021-08-13 08:00:00,1.0096976145273888,6.0,6.317622936022634
BTC,5,2021-08-14 08:00:00,2021-08-17 08:00:00,-1.2103502954998753,3.0,3.1864042128088665
BTC,5,2021-08-21 08:00:00,2021-08-25 08:00:00,-0.48372416228404697,4.0,4.009207439953655
BTC,5,2021-09-03 08:00:00,2021-09-08 08:00:00,-3.6929259208694525,5.0,2.4225553637153885
BTC,5,2021-09-15 08:00:00,2021-09-20 08:00:00,-2.0729364222114617,5.0,2.5894536284339758
BTC,5,2021-10-01 08:00:00,2021-10-22 08:00:00,7.612834780566206,21.0,5.344794104722836
BTC,5,2021-11-03 08:00:00,2021-11-05 08:00:00,-1.013198390865486,2.0,2.1620064198376454
BTC,5,2021-11-08 08:00:00,2021-11-13 08:00:00,-0.5543769033673965,5.0,5.795735668363737
BTC,5,2021-12-22 08:00:00,2021-12-29 08:00:00,-1.099282452220264,7.0,3.4145498046899663
BTC,5,2022-01-13 08:00:00,2022-01-14 08:00:00,-1.2250023966320485,1.0,2.1368189413849277
BTC,5,2022-01-29 08:00:00,2022-02-03 08:00:00,-1.4306437691864573,5.0,1.7200297191025533
BTC,5,2022-02-05 08:00:00,2022-02-12 08:00:00,0.2608725152271908,7.0,5.243803426048075
BTC,5,2022-02-16 08:00:00,2022-02-18 08:00:00,-4.009830417319785,2.0,2.043417126097185
BTC,5,2022-02-26 08:00:00,2022-02-28 08:00:00,-0.8669786411481252,2.0,2.7359820429780193
BTC,5,2022-03-01 08:00:00,2022-03-05 08:00:00,-1.4932662274272186,4.0,7.039672525265052
BTC,5,2022-03-17 08:00:00,2022-03-22 08:00:00,1.0563085329556134,5.0,3.200546155607865
BTC,5,2022-03-23 08:00:00,2022-04-01 08:00:00,6.654708714220715,9.0,0.97664813037077
BTC,5,2022-04-20 08:00:00,2022-04-22 08:00:00,-0.9496942373620962,2.0,1.8648351516823098
BTC,5,2022-05-05 08:00:00,2022-05-06 08:00:00,-3.5343422796876274,1.0,2.366420723158413
BTC,5,2022-05-31 08:00:00,2022-06-02 08:00:00,-1.2059157348221052,2.0,4.455720742138801
BTC,5,2022-06-22 08:00:00,2022-06-28 08:00:00,2.9014790426830954,6.0,1.2467107637786068
BTC,5,2022-07-05 08:00:00,2022-07-11 08:00:00,0.3425386580076662,6.0,2.365195212697951
BTC,5,2022-07-17 08:00:00,2022-07-24 08:00:00,0.9629091696263642,7.0,5.605286915030647
BTC,5,2022-07-28 08:00:00,2022-08-02 08:00:00,-0.10971897639097078,5.0,3.52103468444895
BTC,5,2022-08-06 08:00:00,2022-08-07 08:00:00,-0.9297509964025986,1.0,1.0244094226750826
BTC,5,2022-08-09 08:00:00,2022-08-10 08:00:00,-1.4078619430740311,1.0,2.8493511246751884
BTC,5,2022-08-11 08:00:00,2022-08-16 08:00:00,-0.4561888404921282,5.0,4.0238394483221285
BTC,5,2022-09-10 08:00:00,2022-09-14 08:00:00,-0.9089450841752125,4.0,5.715564725311646
BTC,5,2022-09-29 08:00:00,2022-10-02 08:00:00,-0.4910481095465916,3.0,1.3186052558635553
BTC,5,2022-10-04 08:00:00,2022-10-08 08:00:00,-0.8290315234580906,4.0,3.1808156516381283
BTC,5,2022-10-18 08:00:00,2022-10-20 08:00:00,-1.5411080986532184,2.0,1.8576394544154027
BTC,5,2022-10-26 08:00:00,2022-11-01 08:00:00,0.23153690024567866,6.0,3.60070948227451
BTC,5,2022-11-05 08:00:00,2022-11-08 08:00:00,-2.217103680834975,3.0,3.457991837043316
BTC,5,2022-12-01 08:00:00,2022-12-06 08:00:00,-0.3038890504166551,5.0,2.2342238840724935
BTC,5,2022-12-09 08:00:00,2022-12-16 08:00:00,1.1994650644688156,7.0,1.0856518287420462
